"","sat","tothrs","hsize","hsrank","hsperc","colgpa","athlete","female","white","black","gpaletter"
"3402",820,15,5.2600002,160,30.4,2.1300001,"TRUE","TRUE","FALSE","TRUE","C"
"3403",1040,111,5.3899999,47,8.72,2.03,"FALSE","TRUE","TRUE","FALSE","C"
"3404",840,124,5.3899999,124,23,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
"3405",750,119,5.3899999,70,13,2.49,"FALSE","TRUE","TRUE","FALSE","C"
"3406",1140,15,1.3200001,4,3.03,3.46,"FALSE","TRUE","TRUE","FALSE","B"
"3407",790,114,1.92,9,4.69,2.6600001,"FALSE","TRUE","TRUE","FALSE","B"
"3408",970,17,1.96,24,12.2,2.8800001,"FALSE","TRUE","TRUE","FALSE","B"
"3409",1170,79,1.71,1,0.585,2.5799999,"FALSE","TRUE","TRUE","FALSE","B"
"3410",1080,13,1.96,36,18.4,3.53,"FALSE","TRUE","TRUE","FALSE","A"
"3411",860,48,1.78,22,12.4,2.75,"FALSE","TRUE","TRUE","FALSE","B"
"3412",1040,48,1.78,12,6.74,2.8299999,"FALSE","TRUE","TRUE","FALSE","B"
"3413",980,117,1.92,32,16.7,2.0799999,"FALSE","TRUE","TRUE","FALSE","C"
"3414",1010,16,2.3699999,58,24.5,2.8099999,"FALSE","TRUE","TRUE","FALSE","B"
"3415",1010,45,2.3800001,18,7.56,3.4000001,"FALSE","TRUE","TRUE","FALSE","B"
"3416",1090,17,2.3699999,48,20.3,2.52,"FALSE","TRUE","TRUE","FALSE","B"
"3417",840,17,2.3699999,84,35.4,2.6400001,"FALSE","TRUE","TRUE","FALSE","B"
"3418",1100,15,2.3699999,17,7.17,4,"FALSE","TRUE","TRUE","FALSE","A"
"3419",1010,15,2.3699999,21,8.86,3.5999999,"FALSE","TRUE","TRUE","FALSE","A"
"3420",1090,50,2.3800001,55,23.1,3.3599999,"FALSE","TRUE","TRUE","FALSE","B"
"3421",1040,16,2.3699999,38,16,3.1800001,"FALSE","TRUE","TRUE","FALSE","B"
"3422",1080,79,2.51,18,7.17,2.9400001,"FALSE","TRUE","TRUE","FALSE","B"
"3423",1060,47,2.3800001,38,16,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
"3424",1310,78,2.51,29,11.6,3.03,"FALSE","TRUE","TRUE","FALSE","B"
"3425",1050,15,2.3699999,88,37.1,2.8599999,"FALSE","TRUE","TRUE","FALSE","B"
"3426",1090,108,2.04,16,7.84,3.53,"FALSE","TRUE","TRUE","FALSE","A"
"3427",880,15,2.3699999,66,27.8,3.2,"FALSE","TRUE","TRUE","FALSE","B"
"3428",1070,47,2.3800001,45,18.9,2.6099999,"FALSE","TRUE","TRUE","FALSE","B"
"3429",1290,17,2.3699999,11,4.64,3.4100001,"FALSE","TRUE","TRUE","FALSE","B"
"3430",1120,16,2.3699999,49,20.7,2,"FALSE","TRUE","TRUE","FALSE","C"
"3431",1090,77,2.04,88,43.1,2.22,"FALSE","TRUE","TRUE","FALSE","C"
"3432",960,45,2.3800001,54,22.7,2.4400001,"FALSE","TRUE","TRUE","FALSE","C"
"3433",930,18,2.3699999,58,24.5,3.22,"FALSE","TRUE","TRUE","FALSE","B"
"3434",990,82,2.51,34,13.5,2.7,"FALSE","TRUE","TRUE","FALSE","B"
"3435",980,86,2.51,62,24.7,3.01,"FALSE","TRUE","TRUE","FALSE","B"
"3436",870,46,0.30000001,1,3.33,3.54,"FALSE","TRUE","TRUE","FALSE","A"
"3437",830,78,1.39,16,11.5,2.98,"FALSE","TRUE","TRUE","FALSE","B"
"3438",1150,74,1.39,3,2.16,3.3499999,"FALSE","TRUE","TRUE","FALSE","B"
"3439",790,76,1.39,13,9.35,3.01,"FALSE","TRUE","TRUE","FALSE","B"
"3440",870,90,1.39,9,6.47,2.74,"FALSE","TRUE","TRUE","FALSE","B"
"3441",830,122,1.6,21,13.1,1.99,"FALSE","TRUE","TRUE","FALSE","C"
"3442",1050,13,1.65,14,8.48,1.38,"FALSE","TRUE","TRUE","FALSE","D"
"3443",990,78,3.3800001,20,5.92,2.4400001,"FALSE","TRUE","TRUE","FALSE","C"
"3444",900,42,3.2,25,7.81,2.8499999,"FALSE","TRUE","TRUE","FALSE","B"
"3445",970,78,3.3800001,7,2.07,2.75,"FALSE","TRUE","TRUE","FALSE","B"
"3446",940,15,3.0999999,19,6.13,2.3800001,"FALSE","TRUE","FALSE","TRUE","C"
"3447",950,12,3.0999999,14,4.52,1.25,"FALSE","TRUE","TRUE","FALSE","D"
"3448",1010,46,3.2,13,4.06,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
"3449",990,49,3.2,60,18.8,1.79,"FALSE","TRUE","TRUE","FALSE","C"
"3450",1020,96,3.6400001,15,4.12,2.8099999,"FALSE","TRUE","TRUE","FALSE","B"
"3451",1040,16,1.25,4,3.2,3.5,"FALSE","TRUE","TRUE","FALSE","A"
"3452",1090,15,0.85000002,2,2.35,3.4000001,"FALSE","TRUE","TRUE","FALSE","B"
"3453",1020,127,0.75,3,4,3.4400001,"FALSE","TRUE","TRUE","FALSE","B"
"3454",700,79,0.55000001,8,14.5,2.5599999,"FALSE","TRUE","TRUE","FALSE","B"
"3455",1240,16,1.75,3,1.71,3.1800001,"FALSE","TRUE","TRUE","FALSE","B"
"3456",1300,18,2.0999999,1,0.476,4,"FALSE","TRUE","TRUE","FALSE","A"
"3457",1160,18,2.01,15,7.46,3,"FALSE","TRUE","TRUE","FALSE","B"
"3458",1060,52,4.5,14,3.11,3.21,"FALSE","TRUE","TRUE","FALSE","B"
"3459",820,16,2.3299999,46,19.7,1.75,"FALSE","TRUE","TRUE","FALSE","C"
"3460",1100,49,1.7,4,2.35,2.97,"FALSE","TRUE","TRUE","FALSE","B"
"3461",1100,65,1.75,1,0.571,2.5,"FALSE","TRUE","TRUE","FALSE","B"
"3462",930,91,0.36000001,16,44.4,2.0599999,"FALSE","TRUE","TRUE","FALSE","C"
"3463",1030,83,0.27000001,3,11.1,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
"3464",860,123,2.1500001,2,0.93,2.9100001,"FALSE","TRUE","FALSE","TRUE","B"
"3465",770,84,1.6799999,7,4.17,2.6400001,"FALSE","TRUE","FALSE","TRUE","B"
"3466",860,75,1.6799999,1,0.595,2.1400001,"FALSE","TRUE","FALSE","TRUE","C"
"3467",830,12,2.0699999,3,1.45,2,"FALSE","TRUE","FALSE","TRUE","C"
"3468",1150,119,3.6199999,3,0.829,1.86,"FALSE","TRUE","FALSE","TRUE","C"
"3469",860,19,4.0900002,39,9.54,2.3099999,"FALSE","TRUE","FALSE","TRUE","C"
"3470",970,12,4.0900002,9,2.2,2.5,"FALSE","TRUE","FALSE","TRUE","B"
"3471",980,114,3.6199999,11,3.04,2.51,"FALSE","TRUE","TRUE","FALSE","B"
"3472",1260,15,4.0900002,1,0.244,4,"FALSE","TRUE","TRUE","FALSE","A"
"3473",1030,109,3.3299999,33,9.91,2.0999999,"FALSE","TRUE","TRUE","FALSE","C"
"3474",1070,120,3.3299999,11,3.3,2.8900001,"FALSE","TRUE","TRUE","FALSE","B"
"3475",740,45,3.45,45,13,1.73,"FALSE","TRUE","FALSE","FALSE","C"
"3476",980,12,3.1900001,37,11.6,2.5799999,"FALSE","TRUE","TRUE","FALSE","B"
"3477",860,70,3.3199999,23,6.93,2.6500001,"FALSE","TRUE","TRUE","FALSE","B"
"3478",970,17,1.8099999,26,14.4,2.29,"FALSE","TRUE","TRUE","FALSE","C"
"3479",1050,115,1.5599999,15,9.62,2.03,"FALSE","TRUE","TRUE","FALSE","C"
"3480",980,18,1.8099999,7,3.87,3.4400001,"FALSE","TRUE","TRUE","FALSE","B"
"3481",950,48,1.65,10,6.06,2.97,"FALSE","TRUE","TRUE","FALSE","B"
"3482",1040,120,5.75,12,2.09,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
"3483",1040,72,6.0999999,71,11.6,2.6900001,"FALSE","TRUE","TRUE","FALSE","B"
"3484",1180,16,7.1500001,16,2.24,3.4300001,"FALSE","TRUE","TRUE","FALSE","B"
"3485",1140,44,6.8699999,278,40.5,1.97,"FALSE","TRUE","TRUE","FALSE","C"
"3486",710,48,6.8699999,225,32.8,2.29,"FALSE","TRUE","TRUE","FALSE","C"
"3487",1200,16,7.1500001,17,2.38,3.6199999,"FALSE","TRUE","TRUE","FALSE","A"
"3488",1150,16,7.1500001,98,13.7,2.75,"FALSE","TRUE","TRUE","FALSE","B"
"3489",810,121,5.75,34,5.91,3.3399999,"FALSE","TRUE","TRUE","FALSE","B"
"3490",970,16,7.1500001,172,24.1,2.3699999,"FALSE","TRUE","TRUE","FALSE","C"
"3491",930,124,5.75,61,10.6,3.27,"FALSE","TRUE","FALSE","TRUE","B"
"3492",970,54,6.8699999,46,6.7,2.79,"FALSE","TRUE","TRUE","FALSE","B"
"3493",1090,68,6.0999999,202,33.1,2.1900001,"FALSE","TRUE","TRUE","FALSE","C"
"3494",1040,45,7,118,16.9,2.48,"FALSE","TRUE","TRUE","FALSE","C"
"3495",1040,52,6.8699999,266,38.7,2.21,"FALSE","TRUE","TRUE","FALSE","C"
"3496",1040,16,7.1500001,135,18.9,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
"3497",970,47,6.8699999,124,18,2.1199999,"FALSE","TRUE","TRUE","FALSE","C"
"3498",1230,50,6.8699999,83,12.1,3.3599999,"FALSE","TRUE","TRUE","FALSE","B"
"3499",1150,111,5.75,15,2.61,3.71,"FALSE","TRUE","TRUE","FALSE","A"
"3500",860,39,7,370,52.9,1.92,"FALSE","TRUE","TRUE","FALSE","C"
"3501",940,44,6.8699999,180,26.2,3.52,"FALSE","TRUE","TRUE","FALSE","A"
"3502",890,14,7.1500001,198,27.7,2.9200001,"FALSE","TRUE","TRUE","FALSE","B"
"3503",1090,46,6.8699999,57,8.3,3.21,"FALSE","TRUE","TRUE","FALSE","B"
"3504",960,74,6.0999999,28,4.59,3.0899999,"FALSE","TRUE","TRUE","FALSE","B"
"3505",810,109,5.75,184,32,2.4200001,"FALSE","TRUE","TRUE","FALSE","C"
"3506",910,50,6.8699999,91,13.2,3.28,"FALSE","TRUE","TRUE","FALSE","B"
"3507",920,53,6.8699999,247,36,1.96,"FALSE","TRUE","TRUE","FALSE","C"
"3508",980,16,7.1500001,170,23.8,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
"3509",1070,16,7.1500001,150,21,2.9300001,"FALSE","TRUE","TRUE","FALSE","B"
"3510",1400,18,7.1500001,107,15,3.8299999,"FALSE","TRUE","TRUE","FALSE","A"
"3511",1070,62,6.0999999,105,17.2,1.54,"FALSE","TRUE","TRUE","FALSE","C"
"3512",890,80,6.0999999,85,13.9,2.97,"FALSE","TRUE","TRUE","FALSE","B"
"3513",1020,53,6.8699999,391,56.9,2.45,"FALSE","TRUE","TRUE","FALSE","C"
"3514",1000,87,5.75,99,17.2,2.5899999,"FALSE","TRUE","TRUE","FALSE","B"
"3515",930,126,5.75,97,16.9,2.51,"FALSE","TRUE","TRUE","FALSE","B"
"3516",1020,16,7.1500001,38,5.31,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
"3517",1040,35,7,141,20.1,1.97,"FALSE","TRUE","TRUE","FALSE","C"
"3518",1000,46,6.8699999,260,37.8,2.47,"FALSE","TRUE","TRUE","FALSE","C"
"3519",870,49,5.9499998,253,42.5,2,"FALSE","TRUE","TRUE","FALSE","C"
"3520",1050,15,7.1500001,141,19.7,2.8,"FALSE","TRUE","TRUE","FALSE","B"
"3521",900,12,7.71,78,10.1,0.91000003,"FALSE","TRUE","TRUE","FALSE","D"
"3522",1050,72,6.0999999,28,4.59,2.9400001,"FALSE","TRUE","TRUE","FALSE","B"
"3523",990,15,7.1500001,129,18,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
"3524",1260,15,1.54,12,7.79,2.53,"FALSE","TRUE","TRUE","FALSE","B"
"3525",920,101,1.2,12,10,2.73,"FALSE","TRUE","TRUE","FALSE","B"
"3526",910,17,1.54,14,9.09,2.76,"FALSE","TRUE","TRUE","FALSE","B"
"3527",790,15,1.4,30,21.4,3,"FALSE","TRUE","TRUE","FALSE","B"
"3528",1000,14,1.66,21,12.7,1.42,"FALSE","TRUE","TRUE","FALSE","D"
"3529",970,114,1.2,16,13.3,2.21,"FALSE","TRUE","TRUE","FALSE","C"
"3530",490,127,1.4400001,55,38.2,2.1099999,"TRUE","TRUE","FALSE","TRUE","C"
"3531",920,15,0.75,4,5.33,2.6600001,"FALSE","TRUE","TRUE","FALSE","B"
"3532",900,45,0.81,30,37,1.9299999,"FALSE","TRUE","TRUE","FALSE","C"
"3533",910,45,0.49000001,4,8.16,2.24,"FALSE","TRUE","TRUE","FALSE","C"
"3534",890,13,0.44999999,2,4.44,3.23,"FALSE","TRUE","FALSE","TRUE","B"
"3535",750,17,0.44999999,10,22.2,2.52,"FALSE","TRUE","FALSE","TRUE","B"
"3536",920,125,1.3099999,21,16,2.6800001,"FALSE","TRUE","TRUE","FALSE","B"
"3537",1000,92,1.3099999,5,3.82,3.5,"FALSE","TRUE","TRUE","FALSE","A"
"3538",800,115,1.3099999,13,9.92,2.75,"FALSE","TRUE","TRUE","FALSE","B"
"3539",830,18,1.42,4,2.82,2,"FALSE","TRUE","TRUE","FALSE","C"
"3540",850,78,0.83999997,5,5.95,2.3399999,"FALSE","TRUE","TRUE","FALSE","C"
"3541",950,106,0.44,7,15.9,2.6600001,"FALSE","TRUE","TRUE","FALSE","B"
"3542",920,108,0.44,4,9.09,3.3599999,"FALSE","TRUE","TRUE","FALSE","B"
"3543",1100,14,0.47999999,1,2.08,4,"FALSE","TRUE","TRUE","FALSE","A"
"3544",1050,84,0.31,1,3.23,4,"FALSE","TRUE","TRUE","FALSE","A"
"3545",750,45,2.1300001,4,1.88,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
"3546",1200,97,0.58999997,1,1.69,3.02,"FALSE","TRUE","TRUE","FALSE","B"
"3547",940,14,0.97000003,8,8.25,2.5699999,"FALSE","TRUE","TRUE","FALSE","B"
"3548",1110,17,0.75,2,2.67,2.7,"FALSE","TRUE","TRUE","FALSE","B"
"3549",970,17,0.75,6,8,2.3499999,"FALSE","TRUE","TRUE","FALSE","C"
"3550",1050,15,3.55,20,5.63,2.2,"FALSE","TRUE","TRUE","FALSE","C"
"3551",1150,97,3.77,22,5.84,3.6900001,"FALSE","TRUE","TRUE","FALSE","A"
"3552",1290,47,3.4100001,18,5.28,3.4400001,"FALSE","TRUE","TRUE","FALSE","B"
"3553",880,16,3.55,51,14.4,1.6799999,"FALSE","TRUE","TRUE","FALSE","C"
"3554",950,86,3.77,39,10.3,1.95,"FALSE","TRUE","TRUE","FALSE","C"
"3555",1060,102,2.47,3,1.21,3.76,"FALSE","TRUE","TRUE","FALSE","A"
"3556",960,50,2.3900001,22,9.21,2.6199999,"FALSE","TRUE","TRUE","FALSE","B"
"3557",850,61,2.3900001,8,3.35,2.6300001,"FALSE","TRUE","TRUE","FALSE","B"
"3558",950,107,2.47,12,4.86,2.1400001,"FALSE","TRUE","TRUE","FALSE","C"
"3559",1140,44,2.3900001,26,10.9,2.4000001,"FALSE","TRUE","TRUE","FALSE","C"
"3560",1000,64,0.70999998,2,2.82,2.2,"FALSE","TRUE","FALSE","TRUE","C"
"3561",1000,51,3.3199999,15,4.52,3,"FALSE","TRUE","TRUE","FALSE","B"
"3562",1000,17,3.28,27,8.23,2.1700001,"FALSE","TRUE","TRUE","FALSE","C"
"3563",1110,15,3.28,8,2.44,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
"3564",910,87,2.9300001,62,21.2,2.1800001,"FALSE","TRUE","TRUE","FALSE","C"
"3565",1280,14,3.28,4,1.22,4,"FALSE","TRUE","TRUE","FALSE","A"
"3566",990,112,0.1,2,20,3.4100001,"FALSE","TRUE","TRUE","FALSE","B"
"3567",1330,49,4.0700002,14,3.44,2.0599999,"FALSE","TRUE","TRUE","FALSE","C"
"3568",1060,38,3.75,126,33.6,2.1800001,"FALSE","TRUE","TRUE","FALSE","C"
"3569",1340,18,4.4899998,23,5.12,3.22,"FALSE","TRUE","TRUE","FALSE","B"
"3570",1040,94,3.6400001,29,7.97,2.97,"FALSE","TRUE","TRUE","FALSE","B"
"3571",1010,50,3.75,24,6.4,3.22,"FALSE","TRUE","TRUE","FALSE","B"
"3572",1320,53,3.75,8,2.13,3.47,"FALSE","TRUE","TRUE","FALSE","B"
"3573",860,47,3.75,91,24.3,2.21,"FALSE","TRUE","TRUE","FALSE","C"
"3574",950,108,3.4100001,32,9.38,2.75,"FALSE","TRUE","TRUE","FALSE","B"
"3575",880,15,4.4899998,143,31.8,1.9299999,"FALSE","TRUE","TRUE","FALSE","C"
"3576",1200,14,4.4899998,6,1.34,3.78,"FALSE","TRUE","TRUE","FALSE","A"
"3577",920,80,3.6400001,57,15.7,2.1199999,"FALSE","TRUE","TRUE","FALSE","C"
"3578",970,17,4.4899998,31,6.9,2.47,"FALSE","TRUE","TRUE","FALSE","C"
"3579",840,81,3.6400001,48,13.2,2.55,"FALSE","TRUE","TRUE","FALSE","B"
"3580",1010,11,4.4899998,18,4.01,2.8099999,"FALSE","TRUE","TRUE","FALSE","B"
"3581",850,15,4.4899998,70,15.6,2.0599999,"FALSE","TRUE","TRUE","FALSE","C"
"3582",1160,85,3.6400001,4,1.1,3.45,"FALSE","TRUE","TRUE","FALSE","B"
"3583",1060,43,3.75,63,16.8,2.1099999,"FALSE","TRUE","TRUE","FALSE","C"
"3584",990,50,3.75,64,17.1,3.1400001,"FALSE","TRUE","TRUE","FALSE","B"
"3585",1230,91,3.6400001,8,2.2,3.8,"FALSE","TRUE","TRUE","FALSE","A"
"3586",710,17,1.17,65,55.6,1.76,"TRUE","TRUE","FALSE","TRUE","C"
"3587",960,71,0.1,1,10,2.4200001,"FALSE","TRUE","TRUE","FALSE","C"
"3588",950,14,1.2,12,10,2.71,"FALSE","TRUE","TRUE","FALSE","B"
"3589",890,43,1.2,9,7.5,2.9300001,"FALSE","TRUE","TRUE","FALSE","B"
"3590",1280,82,1.04,3,2.88,3.24,"FALSE","TRUE","TRUE","FALSE","B"
"3591",840,126,1,14,14,2.6800001,"FALSE","TRUE","TRUE","FALSE","B"
"3592",1150,45,1.2,4,3.33,2.8399999,"FALSE","TRUE","TRUE","FALSE","B"
"3593",1080,108,1,1,1,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
"3594",1070,16,0.34999999,1,2.86,1.87,"FALSE","TRUE","TRUE","FALSE","C"
"3595",1200,46,1.29,1,0.775,3.52,"FALSE","TRUE","TRUE","FALSE","A"
"3596",960,79,0.34,14,41.2,2.1700001,"FALSE","TRUE","TRUE","FALSE","C"
"3597",920,16,2.3399999,34,14.5,0.81,"FALSE","TRUE","TRUE","FALSE","D"
"3598",910,16,2.3399999,21,8.97,1.4299999,"FALSE","TRUE","FALSE","TRUE","D"
"3599",1030,119,2.1400001,30,14,2.45,"FALSE","TRUE","TRUE","FALSE","C"
"3600",970,13,2.1099999,15,7.11,2.8399999,"FALSE","TRUE","FALSE","TRUE","B"
"3601",1060,75,1.76,15,8.52,3.01,"FALSE","TRUE","TRUE","FALSE","B"
"3602",1150,108,2.8599999,50,17.5,2.98,"FALSE","TRUE","TRUE","FALSE","B"
"3603",1130,78,2.77,9,3.25,3.03,"FALSE","TRUE","TRUE","FALSE","B"
"3604",1200,16,3,42,14,3.0599999,"FALSE","TRUE","TRUE","FALSE","B"
"3605",1000,54,2.5899999,126,48.6,2.3099999,"FALSE","TRUE","FALSE","FALSE","C"
"3606",1010,19,3,213,71,1.63,"FALSE","TRUE","TRUE","FALSE","C"
"3607",990,90,2.77,59,21.3,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
"3608",910,84,2.77,63,22.7,2.29,"FALSE","TRUE","TRUE","FALSE","C"
"3609",760,48,2.8399999,148,52.1,2.3099999,"FALSE","TRUE","TRUE","FALSE","C"
"3610",1070,85,2.8599999,75,26.2,3,"FALSE","TRUE","TRUE","FALSE","B"
"3611",1310,48,2.5899999,3,1.16,4,"FALSE","TRUE","TRUE","FALSE","A"
"3612",1150,16,3,48,16,2.6800001,"FALSE","TRUE","TRUE","FALSE","B"
"3613",860,12,3,78,26,2.9100001,"FALSE","TRUE","TRUE","FALSE","B"
"3614",930,45,2.5899999,54,20.8,2.8800001,"FALSE","TRUE","TRUE","FALSE","B"
"3615",890,18,3,108,36,2.27,"FALSE","TRUE","TRUE","FALSE","C"
"3616",1010,97,2.77,34,12.3,3.5699999,"FALSE","TRUE","TRUE","FALSE","A"
"3617",1080,14,3.02,68,22.5,2.71,"FALSE","TRUE","TRUE","FALSE","B"
"3618",1090,80,2.77,8,2.89,3.6600001,"FALSE","TRUE","TRUE","FALSE","A"
"3619",830,10,3,97,32.3,1.7,"FALSE","TRUE","FALSE","TRUE","C"
"3620",820,17,0.62,7,11.3,3.8199999,"FALSE","TRUE","TRUE","FALSE","A"
"3621",900,43,0.12,1,8.33,2.9000001,"FALSE","TRUE","TRUE","FALSE","B"
"3622",880,120,1.35,6,4.44,3.4100001,"FALSE","TRUE","TRUE","FALSE","B"
"3623",770,49,1.02,1,0.98,1.85,"FALSE","TRUE","FALSE","TRUE","C"
"3624",780,13,1.05,9,8.57,2.23,"FALSE","TRUE","FALSE","TRUE","C"
"3625",780,15,1.05,3,2.86,1.6,"FALSE","TRUE","FALSE","TRUE","C"
"3626",1140,15,2.79,4,1.43,3.53,"FALSE","TRUE","TRUE","FALSE","A"
"3627",790,114,2.3299999,20,8.58,2.6700001,"FALSE","TRUE","TRUE","FALSE","B"
"3628",1020,13,2.9200001,9,3.08,3.3,"FALSE","TRUE","TRUE","FALSE","B"
"3629",1070,49,2.8800001,2,0.694,3.3399999,"FALSE","TRUE","TRUE","FALSE","B"
"3630",1190,15,2.79,5,1.79,3.73,"FALSE","TRUE","TRUE","FALSE","A"
"3631",1020,42,2.8800001,9,3.12,2.26,"FALSE","TRUE","TRUE","FALSE","C"
"3632",880,76,0.07,2,28.6,2.76,"FALSE","TRUE","TRUE","FALSE","B"
"3633",1050,92,0.38999999,3,7.69,2.98,"FALSE","TRUE","TRUE","FALSE","B"
"3634",970,81,0.41,4,9.76,2.71,"FALSE","TRUE","TRUE","FALSE","B"
"3635",830,42,2.55,150,58.8,2.23,"FALSE","TRUE","TRUE","FALSE","C"
"3636",990,112,2.3499999,11,4.68,3.1300001,"FALSE","TRUE","TRUE","FALSE","B"
"3637",1000,111,2.3499999,34,14.5,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
"3638",1080,15,3.1900001,142,44.5,1.9299999,"FALSE","TRUE","TRUE","FALSE","C"
"3639",910,102,2.3499999,37,15.7,2.4100001,"FALSE","TRUE","TRUE","FALSE","C"
"3640",900,73,2.52,81,32.1,2.1600001,"FALSE","TRUE","TRUE","FALSE","C"
"3641",1060,102,2.3499999,21,8.94,3.3499999,"FALSE","TRUE","TRUE","FALSE","B"
"3642",970,51,2.55,35,13.7,2.98,"FALSE","TRUE","TRUE","FALSE","B"
"3643",880,46,2.55,98,38.4,3.0799999,"FALSE","TRUE","TRUE","FALSE","B"
"3644",870,52,0.34,6,17.6,1.75,"FALSE","TRUE","TRUE","FALSE","C"
"3645",1120,90,3.1700001,2,0.631,3.8699999,"FALSE","TRUE","TRUE","FALSE","A"
"3646",1050,17,2.1199999,15,7.08,3.5799999,"FALSE","TRUE","TRUE","FALSE","A"
"3647",1200,15,2.1199999,18,8.49,3.5999999,"FALSE","TRUE","TRUE","FALSE","A"
"3648",970,16,2.1199999,41,19.3,2.5599999,"FALSE","TRUE","TRUE","FALSE","B"
"3649",930,19,2.1199999,35,16.5,2.73,"FALSE","TRUE","TRUE","FALSE","B"
"3650",1050,14,2.1199999,35,16.5,2.5,"FALSE","TRUE","TRUE","FALSE","B"
"3651",870,54,3.45,28,8.12,3.27,"FALSE","TRUE","TRUE","FALSE","B"
"3652",920,42,1.8099999,27,14.9,2.1099999,"FALSE","TRUE","TRUE","FALSE","C"
"3653",940,17,1.95,24,12.3,2.4100001,"FALSE","TRUE","TRUE","FALSE","C"
"3654",910,17,1.99,11,5.53,3.23,"FALSE","TRUE","TRUE","FALSE","B"
"3655",880,45,1.59,33,20.8,2.8,"FALSE","TRUE","TRUE","FALSE","B"
"3656",1100,17,1.95,3,1.54,3.8199999,"FALSE","TRUE","TRUE","FALSE","A"
"3657",1190,107,1.67,1,0.599,3.3299999,"FALSE","TRUE","TRUE","FALSE","B"
"3658",880,89,1.67,6,3.59,2.53,"FALSE","TRUE","FALSE","FALSE","B"
"3659",850,73,1.12,6,5.36,2.3399999,"FALSE","TRUE","TRUE","FALSE","C"
"3660",1180,81,1.01,2,1.98,3.02,"FALSE","TRUE","TRUE","FALSE","B"
"3661",910,84,1.01,6,5.94,2.3800001,"FALSE","TRUE","TRUE","FALSE","C"
"3662",770,114,0.99000001,11,11.1,2.9200001,"FALSE","TRUE","TRUE","FALSE","B"
"3663",740,110,0.99000001,20,20.2,2.5999999,"FALSE","TRUE","TRUE","FALSE","B"
"3664",1030,17,3.3199999,14,4.22,3.1700001,"FALSE","TRUE","TRUE","FALSE","B"
"3665",1100,114,3.22,25,7.76,2.74,"FALSE","TRUE","TRUE","FALSE","B"
"3666",990,16,3.3199999,29,8.73,1.9299999,"FALSE","TRUE","TRUE","FALSE","C"
"3667",910,38,3.1300001,72,23,1.9400001,"FALSE","TRUE","TRUE","FALSE","C"
"3668",1020,33,3.1300001,20,6.39,2.51,"FALSE","TRUE","TRUE","FALSE","B"
"3669",810,121,3.22,63,19.6,2.52,"FALSE","TRUE","TRUE","FALSE","B"
"3670",1020,71,2.7,29,10.7,2.3599999,"FALSE","TRUE","TRUE","FALSE","C"
"3671",1210,41,3.1300001,25,7.99,2.73,"FALSE","TRUE","TRUE","FALSE","B"
"3672",1170,118,3.23,2,0.619,3.9400001,"FALSE","TRUE","TRUE","FALSE","A"
"3673",1030,14,3.3199999,35,10.5,2.9200001,"FALSE","TRUE","TRUE","FALSE","B"
"3674",1150,52,1.33,19,14.3,1.71,"FALSE","TRUE","TRUE","FALSE","C"
"3675",1210,119,1.26,8,6.35,3.1600001,"FALSE","TRUE","TRUE","FALSE","B"
"3676",810,72,0.12,1,8.33,3,"FALSE","TRUE","TRUE","FALSE","B"
"3677",820,90,1.51,31,20.5,1.86,"FALSE","TRUE","TRUE","FALSE","C"
"3678",940,12,3.75,60,16,1.66,"FALSE","TRUE","FALSE","TRUE","C"
"3679",1070,14,3.75,4,1.07,2.4200001,"FALSE","TRUE","FALSE","TRUE","C"
"3680",850,12,3.75,56,14.9,0.57999998,"FALSE","TRUE","FALSE","TRUE","D"
"3681",790,51,1.22,63,51.6,2.0699999,"FALSE","TRUE","TRUE","FALSE","C"
"3682",1110,63,0.66000003,8,12.1,2.47,"FALSE","TRUE","TRUE","FALSE","C"
"3683",920,13,1.08,19,17.6,3.3,"FALSE","TRUE","TRUE","FALSE","B"
"3684",920,110,0.74000001,5,6.76,3.29,"FALSE","TRUE","TRUE","FALSE","B"
"3685",1030,45,1.22,20,16.4,2.75,"FALSE","TRUE","FALSE","FALSE","B"
"3686",810,74,0.66000003,22,33.3,3,"FALSE","TRUE","TRUE","FALSE","B"
"3687",870,118,0.74000001,34,45.9,2.8399999,"FALSE","TRUE","TRUE","FALSE","B"
"3688",1020,76,0.66000003,14,21.2,3.6099999,"FALSE","TRUE","TRUE","FALSE","A"
"3689",860,16,1.08,22,20.4,2,"FALSE","TRUE","TRUE","FALSE","C"
"3690",880,45,1.22,53,43.4,2.3499999,"FALSE","TRUE","TRUE","FALSE","C"
